"No.","Time","Source","Destination","Protocol","Length","Info"
"17497","82.805554","192.168.18.24","192.168.18.21","TCP","60","43768  >  80 [RST] Seq=345 Win=0 Len=0"
"17498","82.805554","192.168.18.24","192.168.18.21","TCP","60","43752  >  80 [RST] Seq=301 Win=0 Len=0"
"17499","82.805554","192.168.18.24","192.168.18.21","TCP","60","43736  >  80 [RST] Seq=516 Win=0 Len=0"
"17500","82.805620","192.168.18.24","192.168.18.21","TCP","60","43700  >  80 [RST] Seq=348 Win=0 Len=0"
"17501","82.805620","192.168.18.24","192.168.18.21","TCP","60","43896  >  80 [RST] Seq=381 Win=0 Len=0"
"17502","82.805620","192.168.18.24","192.168.18.21","TCP","60","43862  >  80 [RST] Seq=319 Win=0 Len=0"
"17503","82.805620","192.168.18.24","192.168.18.21","TCP","60","43862  >  80 [RST] Seq=319 Win=0 Len=0"
"17504","82.805620","192.168.18.24","192.168.18.21","TCP","60","43768  >  80 [RST] Seq=345 Win=0 Len=0"
"17505","82.805620","192.168.18.24","192.168.18.21","TCP","60","43752  >  80 [RST] Seq=301 Win=0 Len=0"
"17506","82.805620","192.168.18.24","192.168.18.21","TCP","60","43736  >  80 [RST] Seq=516 Win=0 Len=0"
"17507","82.805620","192.168.18.24","192.168.18.21","TCP","60","43700  >  80 [RST] Seq=348 Win=0 Len=0"
"17508","82.805637","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17509","82.805805","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17510","82.805949","192.168.18.24","192.168.18.21","TCP","60","43896  >  80 [RST] Seq=381 Win=0 Len=0"
"17511","82.806002","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17512","82.806179","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17513","82.806349","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17514","82.806547","192.168.18.21","192.168.18.24","TCP","2962","80  >  46310 [PSH, ACK] Seq=1 Ack=513 Win=64768 Len=2896 TSval=4274501907 TSecr=3500089197 [TCP PDU reassembled in 17543]"
"17515","82.806556","192.168.18.21","192.168.18.24","TCP","2962","80  >  46380 [PSH, ACK] Seq=1 Ack=596 Win=64640 Len=2896 TSval=4274501907 TSecr=3500089210 [TCP PDU reassembled in 17613]"
"17516","82.806559","192.168.18.21","192.168.18.24","TCP","2962","80  >  46386 [PSH, ACK] Seq=1 Ack=367 Win=64896 Len=2896 TSval=4274501908 TSecr=3500089186 [TCP PDU reassembled in 17612]"
"17517","82.806562","192.168.18.21","192.168.18.24","TCP","2962","80  >  46392 [PSH, ACK] Seq=1 Ack=311 Win=64896 Len=2896 TSval=4274501908 TSecr=3500089193 [TCP PDU reassembled in 17546]"
"17518","82.806565","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17519","82.806569","192.168.18.21","192.168.18.24","TCP","66","[TCP Retransmission] 80  >  45820 [FIN, ACK] Seq=3461 Ack=335 Win=64896 Len=0 TSval=4274501909 TSecr=3500089182"
"17520","82.806571","192.168.18.21","192.168.18.24","TCP","66","[TCP Retransmission] 80  >  45836 [FIN, ACK] Seq=3461 Ack=349 Win=64896 Len=0 TSval=4274501909 TSecr=3500089210"
"17521","82.806572","192.168.18.21","192.168.18.24","TCP","2962","80  >  46408 [PSH, ACK] Seq=1 Ack=319 Win=64896 Len=2896 TSval=4274501909 TSecr=3500089202 [TCP PDU reassembled in 17852]"
"17522","82.806575","192.168.18.21","192.168.18.24","TCP","2962","80  >  46444 [PSH, ACK] Seq=1 Ack=362 Win=64896 Len=2896 TSval=4274501910 TSecr=3500089183 [TCP PDU reassembled in 17611]"
"17523","82.806578","192.168.18.21","192.168.18.24","TCP","2962","80  >  46416 [PSH, ACK] Seq=1 Ack=330 Win=64896 Len=2896 TSval=4274501911 TSecr=3500089210 [TCP PDU reassembled in 17610]"
"17524","82.806581","192.168.18.21","192.168.18.24","TCP","2962","80  >  46418 [PSH, ACK] Seq=1 Ack=330 Win=64896 Len=2896 TSval=4274501911 TSecr=3500089199 [TCP PDU reassembled in 17609]"
"17525","82.806584","192.168.18.21","192.168.18.24","TCP","2962","80  >  46432 [PSH, ACK] Seq=1 Ack=442 Win=64768 Len=2896 TSval=4274501911 TSecr=3500089197 [TCP PDU reassembled in 17550]"
"17526","82.806587","192.168.18.21","192.168.18.24","TCP","2962","80  >  46466 [PSH, ACK] Seq=1 Ack=461 Win=64768 Len=2896 TSval=4274501911 TSecr=3500089186 [TCP PDU reassembled in 17608]"
"17527","82.806589","192.168.18.21","192.168.18.24","TCP","2962","80  >  46428 [PSH, ACK] Seq=1 Ack=284 Win=64896 Len=2896 TSval=4274501911 TSecr=3500089182 [TCP PDU reassembled in 17607]"
"17528","82.806592","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45850 [PSH, ACK] Seq=10137 Ack=427 Win=64768 Len=846 TSval=4274501911 TSecr=3500089210 [TCP PDU reassembled in 17076]"
"17529","82.806594","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45854 [FIN, PSH, ACK] Seq=10137 Ack=458 Win=64768 Len=846 TSval=4274501911 TSecr=3500089183 [TCP PDU reassembled in 17075]"
"17530","82.806597","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45866 [FIN, PSH, ACK] Seq=10137 Ack=412 Win=64768 Len=846 TSval=4274501911 TSecr=3500089197 [TCP PDU reassembled in 17074]"
"17531","82.806599","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45898 [FIN, PSH, ACK] Seq=10137 Ack=382 Win=64896 Len=846 TSval=4274501911 TSecr=3500089193 [TCP PDU reassembled in 17073]"
"17532","82.806601","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45910 [FIN, PSH, ACK] Seq=10137 Ack=452 Win=64768 Len=846 TSval=4274501911 TSecr=3500089199 [TCP PDU reassembled in 17072]"
"17533","82.806602","192.168.18.21","192.168.18.24","TCP","2962","80  >  46478 [PSH, ACK] Seq=1 Ack=406 Win=64768 Len=2896 TSval=4274501912 TSecr=3500089210 [TCP PDU reassembled in 17606]"
"17534","82.806605","192.168.18.21","192.168.18.24","TCP","2962","80  >  46490 [PSH, ACK] Seq=1 Ack=342 Win=64896 Len=2896 TSval=4274501912 TSecr=3500089197 [TCP PDU reassembled in 17605]"
"17535","82.806608","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17536","82.806611","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17537","82.806613","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17538","82.806616","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17539","82.806619","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17540","82.806622","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17541","82.806626","192.168.18.21","192.168.18.24","TCP","2962","80  >  46366 [PSH, ACK] Seq=2897 Ack=331 Win=64896 Len=2896 TSval=4274501907 TSecr=3500089183 [TCP PDU reassembled in 17614]"
"17542","82.806628","192.168.18.21","192.168.18.24","TCP","2962","80  >  46088 [PSH, ACK] Seq=5793 Ack=405 Win=64768 Len=2896 TSval=4274501906 TSecr=3500089183 [TCP PDU reassembled in 17555]"
"17543","82.806631","192.168.18.21","192.168.18.24","HTTP","630","HTTP/1.1 200 OK  (text/html)"
"17544","82.806633","192.168.18.21","192.168.18.24","TCP","2962","80  >  46380 [PSH, ACK] Seq=2897 Ack=596 Win=64640 Len=2896 TSval=4274501907 TSecr=3500089210 [TCP PDU reassembled in 17613]"
"17545","82.806777","192.168.18.21","192.168.18.24","TCP","2962","80  >  46386 [PSH, ACK] Seq=2897 Ack=367 Win=64896 Len=2896 TSval=4274501908 TSecr=3500089186 [TCP PDU reassembled in 17612]"
"17546","82.806782","192.168.18.21","192.168.18.24","HTTP","630","HTTP/1.1 200 OK  (text/html)"
"17547","82.806784","192.168.18.21","192.168.18.24","TCP","2962","80  >  46444 [PSH, ACK] Seq=2897 Ack=362 Win=64896 Len=2896 TSval=4274501910 TSecr=3500089183 [TCP PDU reassembled in 17611]"
"17548","82.806787","192.168.18.21","192.168.18.24","TCP","2962","80  >  46416 [PSH, ACK] Seq=2897 Ack=330 Win=64896 Len=2896 TSval=4274501911 TSecr=3500089210 [TCP PDU reassembled in 17610]"
"17549","82.806790","192.168.18.21","192.168.18.24","TCP","2962","80  >  46418 [PSH, ACK] Seq=2897 Ack=330 Win=64896 Len=2896 TSval=4274501911 TSecr=3500089199 [TCP PDU reassembled in 17609]"
"17550","82.806794","192.168.18.21","192.168.18.24","HTTP","630","HTTP/1.1 200 OK  (text/html)"
"17551","82.806795","192.168.18.21","192.168.18.24","TCP","2962","80  >  46466 [PSH, ACK] Seq=2897 Ack=461 Win=64768 Len=2896 TSval=4274501911 TSecr=3500089186 [TCP PDU reassembled in 17608]"
"17552","82.806798","192.168.18.21","192.168.18.24","TCP","2962","80  >  46428 [PSH, ACK] Seq=2897 Ack=284 Win=64896 Len=2896 TSval=4274501911 TSecr=3500089182 [TCP PDU reassembled in 17607]"
"17553","82.806801","192.168.18.21","192.168.18.24","TCP","2962","80  >  46478 [PSH, ACK] Seq=2897 Ack=406 Win=64768 Len=2896 TSval=4274501912 TSecr=3500089210 [TCP PDU reassembled in 17606]"
"17554","82.806868","192.168.18.21","192.168.18.24","TCP","2962","80  >  46490 [PSH, ACK] Seq=2897 Ack=342 Win=64896 Len=2896 TSval=4274501912 TSecr=3500089197 [TCP PDU reassembled in 17605]"
"17555","82.806873","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17556","82.809134","192.168.18.21","192.168.18.24","TCP","2962","80  >  46500 [PSH, ACK] Seq=1 Ack=284 Win=64896 Len=2896 TSval=4274501912 TSecr=3500089202 [TCP PDU reassembled in 17838]"
"17557","82.809143","192.168.18.21","192.168.18.24","TCP","2962","80  >  46358 [PSH, ACK] Seq=5793 Ack=372 Win=64896 Len=2896 TSval=4274501912 TSecr=3500089182 [TCP PDU reassembled in 17574]"
"17558","82.809146","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17559","82.809149","192.168.18.21","192.168.18.24","TCP","2962","80  >  46322 [PSH, ACK] Seq=5793 Ack=319 Win=64896 Len=2896 TSval=4274501913 TSecr=3500089210 [TCP PDU reassembled in 17575]"
"17560","82.809152","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17561","82.809155","192.168.18.21","192.168.18.24","TCP","2962","80  >  46290 [PSH, ACK] Seq=5793 Ack=227 Win=65024 Len=2896 TSval=4274501913 TSecr=3500089186 [TCP PDU reassembled in 17576]"
"17562","82.809158","192.168.18.21","192.168.18.24","TCP","66","80  >  46256 [FIN, ACK] Seq=3461 Ack=313 Win=64896 Len=0 TSval=4274501913 TSecr=3500089199"
"17563","82.809160","192.168.18.21","192.168.18.24","TCP","630","[TCP Retransmission] 80  >  45968 [PSH, ACK] Seq=2897 Ack=547 Win=64640 Len=564 TSval=4274501913 TSecr=3500089208 [TCP PDU reassembled in 17121]"
"17564","82.809162","192.168.18.21","192.168.18.24","TCP","2962","80  >  46514 [PSH, ACK] Seq=1 Ack=303 Win=64896 Len=2896 TSval=4274501913 TSecr=3500089183 [TCP PDU reassembled in 17836]"
"17565","82.809164","192.168.18.21","192.168.18.24","TCP","2962","80  >  46516 [PSH, ACK] Seq=1 Ack=324 Win=64896 Len=2896 TSval=4274501913 TSecr=3500089210 [TCP PDU reassembled in 17835]"
"17566","82.809167","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45922 [FIN, PSH, ACK] Seq=10137 Ack=476 Win=64768 Len=846 TSval=4274501914 TSecr=3500089182 [TCP PDU reassembled in 17166]"
"17567","82.809169","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45926 [FIN, PSH, ACK] Seq=10137 Ack=568 Win=64640 Len=846 TSval=4274501914 TSecr=3500089210 [TCP PDU reassembled in 17165]"
"17568","82.809171","192.168.18.21","192.168.18.24","TCP","2962","80  >  46530 [PSH, ACK] Seq=1 Ack=431 Win=64768 Len=2896 TSval=4274501914 TSecr=3500089208 [TCP PDU reassembled in 17834]"
"17569","82.809174","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45930 [PSH, ACK] Seq=10137 Ack=453 Win=64768 Len=846 TSval=4274501914 TSecr=3500089210 [TCP PDU reassembled in 17150]"
"17570","82.809176","192.168.18.21","192.168.18.24","TCP","66","[TCP Retransmission] 80  >  45870 [FIN, ACK] Seq=3461 Ack=379 Win=64896 Len=0 TSval=4274501914 TSecr=3500089208"
"17571","82.809177","192.168.18.21","192.168.18.24","TCP","66","[TCP Retransmission] 80  >  45882 [FIN, ACK] Seq=3461 Ack=634 Win=64640 Len=0 TSval=4274501914 TSecr=3500089186"
"17572","82.809179","192.168.18.21","192.168.18.24","TCP","912","[TCP Retransmission] 80  >  45764 [FIN, PSH, ACK] Seq=10137 Ack=337 Win=64896 Len=846 TSval=4274501914 TSecr=3500089193 [TCP PDU reassembled in 17033]"
"17573","82.809181","192.168.18.21","192.168.18.24","TCP","2962","80  >  46500 [PSH, ACK] Seq=2897 Ack=284 Win=64896 Len=2896 TSval=4274501912 TSecr=3500089202 [TCP PDU reassembled in 17838]"
"17574","82.809183","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17575","82.809186","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17576","82.809189","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17577","82.809191","192.168.18.21","192.168.18.24","TCP","2962","80  >  46514 [PSH, ACK] Seq=2897 Ack=303 Win=64896 Len=2896 TSval=4274501913 TSecr=3500089183 [TCP PDU reassembled in 17836]"
"17578","82.809194","192.168.18.21","192.168.18.24","TCP","2962","80  >  46516 [PSH, ACK] Seq=2897 Ack=324 Win=64896 Len=2896 TSval=4274501913 TSecr=3500089210 [TCP PDU reassembled in 17835]"
"17579","82.809197","192.168.18.21","192.168.18.24","TCP","2962","80  >  46530 [PSH, ACK] Seq=2897 Ack=431 Win=64768 Len=2896 TSval=4274501914 TSecr=3500089208 [TCP PDU reassembled in 17834]"
"17580","82.809199","192.168.18.21","192.168.18.24","TCP","2962","80  >  46294 [PSH, ACK] Seq=5793 Ack=549 Win=64640 Len=2896 TSval=4274501913 TSecr=3500089208 [TCP PDU reassembled in 17581]"
"17581","82.809202","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17582","82.811325","192.168.18.21","192.168.18.24","TCP","2962","80  >  46546 [PSH, ACK] Seq=1 Ack=391 Win=64896 Len=2896 TSval=4274501915 TSecr=3500089186 [TCP PDU reassembled in 17587]"
"17583","82.811335","192.168.18.21","192.168.18.24","TCP","2962","80  >  46550 [PSH, ACK] Seq=1 Ack=352 Win=64896 Len=2896 TSval=4274501915 TSecr=3500089182 [TCP PDU reassembled in 17833]"
"17584","82.811338","192.168.18.21","192.168.18.24","TCP","2962","80  >  46566 [PSH, ACK] Seq=1 Ack=437 Win=64768 Len=2896 TSval=4274501916 TSecr=3500089199 [TCP PDU reassembled in 17832]"
"17585","82.811341","192.168.18.21","192.168.18.24","TCP","2962","80  >  46590 [PSH, ACK] Seq=1 Ack=316 Win=64896 Len=2896 TSval=4274501916 TSecr=3500089210 [TCP PDU reassembled in 17831]"
"17586","82.811344","192.168.18.21","192.168.18.24","TCP","66","[TCP Retransmission] 80  >  45008 [FIN, ACK] Seq=10983 Ack=474 Win=64768 Len=0 TSval=4274501917 TSecr=3500089209"
"17587","82.811346","192.168.18.21","192.168.18.24","HTTP","630","HTTP/1.1 200 OK  (text/html)"
"17588","82.811348","192.168.18.21","192.168.18.24","TCP","2962","80  >  46550 [PSH, ACK] Seq=2897 Ack=352 Win=64896 Len=2896 TSval=4274501915 TSecr=3500089182 [TCP PDU reassembled in 17833]"
"17589","82.811351","192.168.18.21","192.168.18.24","TCP","2962","80  >  46566 [PSH, ACK] Seq=2897 Ack=437 Win=64768 Len=2896 TSval=4274501916 TSecr=3500089199 [TCP PDU reassembled in 17832]"
"17590","82.811354","192.168.18.21","192.168.18.24","TCP","2962","80  >  46590 [PSH, ACK] Seq=2897 Ack=316 Win=64896 Len=2896 TSval=4274501916 TSecr=3500089210 [TCP PDU reassembled in 17831]"
"17591","82.812109","192.168.18.21","192.168.18.24","TCP","2962","80  >  46490 [PSH, ACK] Seq=5793 Ack=342 Win=64896 Len=2896 TSval=4274501917 TSecr=3500089197 [TCP PDU reassembled in 17605]"
"17592","82.812118","192.168.18.21","192.168.18.24","TCP","2962","80  >  46478 [PSH, ACK] Seq=5793 Ack=406 Win=64768 Len=2896 TSval=4274501917 TSecr=3500089210 [TCP PDU reassembled in 17606]"
"17593","82.812122","192.168.18.21","192.168.18.24","TCP","2962","80  >  46428 [PSH, ACK] Seq=5793 Ack=284 Win=64896 Len=2896 TSval=4274501917 TSecr=3500089182 [TCP PDU reassembled in 17607]"
"17594","82.812124","192.168.18.21","192.168.18.24","TCP","2962","80  >  46466 [PSH, ACK] Seq=5793 Ack=461 Win=64768 Len=2896 TSval=4274501917 TSecr=3500089186 [TCP PDU reassembled in 17608]"
"17595","82.812127","192.168.18.21","192.168.18.24","TCP","66","80  >  46432 [FIN, ACK] Seq=3461 Ack=442 Win=64768 Len=0 TSval=4274501917 TSecr=3500089197"
"17596","82.812129","192.168.18.21","192.168.18.24","TCP","2962","80  >  46418 [PSH, ACK] Seq=5793 Ack=330 Win=64896 Len=2896 TSval=4274501917 TSecr=3500089199 [TCP PDU reassembled in 17609]"
"17597","82.812132","192.168.18.21","192.168.18.24","TCP","2962","80  >  46416 [PSH, ACK] Seq=5793 Ack=330 Win=64896 Len=2896 TSval=4274501917 TSecr=3500089210 [TCP PDU reassembled in 17610]"
"17598","82.812135","192.168.18.21","192.168.18.24","TCP","2962","80  >  46444 [PSH, ACK] Seq=5793 Ack=362 Win=64896 Len=2896 TSval=4274501917 TSecr=3500089183 [TCP PDU reassembled in 17611]"
"17599","82.812139","192.168.18.21","192.168.18.24","TCP","66","80  >  46392 [FIN, ACK] Seq=3461 Ack=311 Win=64896 Len=0 TSval=4274501917 TSecr=3500089193"
"17600","82.812140","192.168.18.21","192.168.18.24","TCP","2962","80  >  46386 [PSH, ACK] Seq=5793 Ack=367 Win=64896 Len=2896 TSval=4274501917 TSecr=3500089186 [TCP PDU reassembled in 17612]"
"17601","82.812143","192.168.18.21","192.168.18.24","TCP","2962","80  >  46380 [PSH, ACK] Seq=5793 Ack=596 Win=64640 Len=2896 TSval=4274501917 TSecr=3500089210 [TCP PDU reassembled in 17613]"
"17602","82.812146","192.168.18.21","192.168.18.24","TCP","66","80  >  46310 [FIN, ACK] Seq=3461 Ack=513 Win=64768 Len=0 TSval=4274501917 TSecr=3500089197"
"17603","82.812147","192.168.18.21","192.168.18.24","TCP","2962","80  >  46366 [PSH, ACK] Seq=5793 Ack=331 Win=64896 Len=2896 TSval=4274501917 TSecr=3500089183 [TCP PDU reassembled in 17614]"
"17604","82.812150","192.168.18.21","192.168.18.24","TCP","2962","80  >  46606 [PSH, ACK] Seq=1 Ack=419 Win=64768 Len=2896 TSval=4274501917 TSecr=3500089183 [TCP PDU reassembled in 17830]"
"17605","82.812153","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17606","82.812156","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17607","82.812158","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17608","82.812161","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17609","82.812164","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17610","82.812167","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17611","82.812170","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17612","82.812172","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17613","82.812175","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17614","82.812178","192.168.18.21","192.168.18.24","HTTP","2360","HTTP/1.1 200 OK  (text/html)"
"17615","82.812181","192.168.18.21","192.168.18.24","TCP","2962","80  >  46606 [PSH, ACK] Seq=2897 Ack=419 Win=64768 Len=2896 TSval=4274501917 TSecr=3500089183 [TCP PDU reassembled in 17830]"
"17616","82.813446","192.168.18.21","192.168.18.24","TCP","2962","80  >  46630 [PSH, ACK] Seq=1 Ack=410 Win=64768 Len=2896 TSval=4274501918 TSecr=3500089186 [TCP PDU reassembled in 17829]"
"17617","82.813455","192.168.18.21","192.168.18.24","TCP","2962","80  >  46592 [PSH, ACK] Seq=1 Ack=424 Win=64768 Len=2896 TSval=4274501918 TSecr=3500089202 [TCP PDU reassembled in 17622]"
"17618","82.813458","192.168.18.21","192.168.18.24","TCP","2962","80  >  46616 [PSH, ACK] Seq=1 Ack=332 Win=64896 Len=2896 TSval=4274501918 TSecr=3500089208 [TCP PDU reassembled in 17828]"
"17619","82.813460","192.168.18.21","192.168.18.24","TCP","2962","80  >  46610 [PSH, ACK] Seq=1 Ack=575 Win=64640 Len=2896 TSval=4274501919 TSecr=3500089210 [TCP PDU reassembled in 17624]"
"17620","82.813463","192.168.18.21","192.168.18.24","TCP","2962","80  >  46640 [PSH, ACK] Seq=1 Ack=467 Win=64768 Len=2896 TSval=4274501919 TSecr=3500089197 [TCP PDU reassembled in 17827]"
"17621","82.813466","192.168.18.21","192.168.18.24","TCP","2962","80  >  46630 [PSH, ACK] Seq=2897 Ack=410 Win=64768 Len=2896 TSval=4274501918 TSecr=3500089186 [TCP PDU reassembled in 17829]"
"17622","82.813468","192.168.18.21","192.168.18.24","HTTP","630","HTTP/1.1 200 OK  (text/html)"
"17623","82.813470","192.168.18.21","192.168.18.24","TCP","2962","80  >  46616 [PSH, ACK] Seq=2897 Ack=332 Win=64896 Len=2896 TSval=4274501918 TSecr=3500089208 [TCP PDU reassembled in 17828]"
"17624","82.813472","192.168.18.21","192.168.18.24","HTTP","630","HTTP/1.1 200 OK  (text/html)"
"17625","82.813474","192.168.18.21","192.168.18.24","TCP","2962","80  >  46640 [PSH, ACK] Seq=2897 Ack=467 Win=64768 Len=2896 TSval=4274501919 TSecr=3500089197 [TCP PDU reassembled in 17827]"
"17626","82.814033","192.168.18.21","192.168.18.24","TCP","2962","80  >  46632 [PSH, ACK] Seq=1 Ack=408 Win=64768 Len=2896 TSval=4274501919 TSecr=3500089182 [TCP PDU reassembled in 17663]"
"17627","82.814041","192.168.18.21","192.168.18.24","TCP","2962","80  >  46638 [PSH, ACK] Seq=1 Ack=499 Win=64768 Len=2896 TSval=4274501919 TSecr=3500089199 [TCP PDU reassembled in 17680]"
"17628","82.814044","192.168.18.21","192.168.18.24","TCP","2962","80  >  46654 [PSH, ACK] Seq=1 Ack=578 Win=64640 Len=2896 TSval=4274501919 TSecr=3500089210 [TCP PDU reassembled in 17826]"
